age,education,educationNum,married,race,sex,capitalGain,capitalLoss,hrPerWeek,income
32,someCollege,10,notMarried,White,Female,0,0,30,<=50K
47,HSgrad,9,notMarried,White,Female,0,0,35,<=50K
38,profSchool,15,married,White,Female,0,0,40,<=50K
18,HSgrad,9,notMarried,Black,Male,0,0,40,<=50K
25,HSgrad,9,married,White,Male,0,0,40,<=50K
36,bachelors,13,married,White,Female,0,0,32,>50K
40,assoc,11,notMarried,White,Female,0,0,20,<=50K
56,nonHSgrad,7,married,White,Male,0,0,20,<=50K
50,assoc,11,notMarried,White,Female,0,0,40,>50K
55,HSgrad,9,married,White,Male,6418,0,50,>50K
32,HSgrad,9,married,White,Male,0,0,40,<=50K
41,assoc,11,married,White,Male,0,0,43,>50K
28,someCollege,10,notMarried,White,Female,0,0,52,<=50K
53,someCollege,10,married,White,Male,0,0,55,<=50K
26,assoc,11,married,White,Female,0,0,40,<=50K
60,bachelors,13,notMarried,White,Female,5455,0,55,<=50K
21,someCollege,10,notMarried,White,Male,0,0,20,<=50K
29,HSgrad,9,married,White,Male,0,0,40,<=50K
73,someCollege,10,married,White,Male,0,2174,50,>50K
43,bachelors,13,married,White,Male,0,0,45,>50K
45,someCollege,10,married,White,Male,0,0,45,<=50K
35,nonHSgrad,5,married,White,Female,0,0,35,<=50K
36,HSgrad,9,notMarried,White,Female,0,0,40,>50K
25,HSgrad,9,notMarried,White,Female,0,0,50,<=50K
38,someCollege,10,married,Black,Male,0,0,40,<=50K
30,someCollege,10,notMarried,White,Female,0,0,40,<=50K
49,someCollege,10,married,White,Male,7298,0,40,>50K
41,HSgrad,9,married,White,Male,0,0,40,<=50K
27,someCollege,10,married,White,Male,0,0,40,<=50K
64,someCollege,10,married,White,Male,0,0,20,<=50K
41,HSgrad,9,married,White,Male,0,0,45,<=50K
37,bachelors,13,married,White,Male,0,1887,47,>50K
51,nonHSgrad,3,notMarried,White,Female,0,0,40,<=50K
35,someCollege,10,notMarried,White,Female,7443,0,40,<=50K
61,nonHSgrad,2,married,White,Male,0,0,40,<=50K
52,nonHSgrad,4,notMarried,Black,Female,0,0,16,<=50K
40,assoc,12,married,White,Male,0,0,60,>50K
20,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
52,masters,14,married,White,Male,0,0,40,<=50K
50,someCollege,10,married,White,Male,0,0,40,>50K
49,bachelors,13,notMarried,White,Female,0,0,40,>50K
36,bachelors,13,notMarried,Black,Female,0,0,40,<=50K
33,masters,14,notMarried,White,Male,0,0,40,<=50K
40,HSgrad,9,married,Amer-Indian-Eskimo,Male,0,0,50,<=50K
45,bachelors,13,married,White,Male,0,0,50,>50K
22,someCollege,10,notMarried,White,Female,0,0,35,<=50K
47,masters,14,married,White,Female,0,0,2,>50K
24,HSgrad,9,notMarried,White,Male,0,0,30,<=50K
19,someCollege,10,notMarried,White,Female,0,0,30,<=50K
40,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
40,someCollege,10,notMarried,White,Female,0,0,50,>50K
54,HSgrad,9,married,White,Male,15024,0,50,>50K
43,profSchool,15,married,Other,Male,0,0,35,>50K
63,bachelors,13,married,White,Male,0,0,40,<=50K
18,nonHSgrad,7,notMarried,White,Female,0,0,20,<=50K
19,nonHSgrad,2,notMarried,White,Male,0,0,40,<=50K
49,HSgrad,9,married,White,Male,0,0,45,<=50K
27,masters,14,married,White,Male,0,0,45,>50K
49,masters,14,notMarried,White,Female,0,0,40,<=50K
60,HSgrad,9,married,White,Male,0,0,50,<=50K
71,HSgrad,9,married,White,Male,0,0,40,<=50K
34,HSgrad,9,married,White,Male,0,0,40,<=50K
29,bachelors,13,married,White,Female,0,0,46,>50K
30,someCollege,10,married,White,Male,0,0,44,<=50K
46,HSgrad,9,notMarried,White,Male,0,0,17,<=50K
32,assoc,11,married,White,Male,0,0,40,<=50K
25,HSgrad,9,notMarried,White,Male,0,0,75,<=50K
25,masters,14,notMarried,White,Male,0,0,45,<=50K
22,someCollege,10,married,White,Female,0,0,40,>50K
32,someCollege,10,married,White,Male,0,0,50,<=50K
40,doctorate,16,married,White,Female,0,0,30,>50K
51,masters,14,notMarried,White,Male,27828,0,40,>50K
20,HSgrad,9,notMarried,White,Male,0,0,30,<=50K
34,HSgrad,9,notMarried,White,Female,0,0,48,<=50K
40,someCollege,10,notMarried,White,Male,0,0,50,<=50K
34,assoc,11,notMarried,White,Female,0,0,40,<=50K
19,nonHSgrad,6,notMarried,White,Male,0,0,25,<=50K
53,nonHSgrad,6,married,Black,Male,0,0,40,<=50K
42,someCollege,10,married,White,Male,0,0,40,>50K
38,masters,14,married,White,Male,0,0,65,>50K
41,HSgrad,9,married,White,Male,0,0,60,>50K
64,profSchool,15,married,White,Male,0,0,16,<=50K
30,someCollege,10,notMarried,White,Male,0,0,40,<=50K
20,nonHSgrad,7,married,White,Male,0,0,40,<=50K
19,HSgrad,9,notMarried,White,Female,0,0,30,<=50K
20,HSgrad,9,notMarried,White,Male,0,0,60,<=50K
35,bachelors,13,married,White,Male,0,0,45,<=50K
33,HSgrad,9,married,White,Male,0,0,40,<=50K
43,someCollege,10,married,White,Male,0,1902,15,>50K
38,someCollege,10,notMarried,White,Female,0,0,38,<=50K
50,someCollege,10,married,White,Female,0,0,30,<=50K
23,HSgrad,9,notMarried,White,Female,0,0,10,<=50K
30,someCollege,10,notMarried,White,Female,0,0,10,<=50K
33,bachelors,13,notMarried,Black,Female,0,0,40,<=50K
48,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
43,bachelors,13,notMarried,White,Female,0,0,24,<=50K
33,someCollege,10,notMarried,Black,Male,0,0,40,<=50K
50,masters,14,married,Black,Male,0,0,45,>50K
23,someCollege,10,married,White,Male,0,0,40,>50K
36,someCollege,10,notMarried,White,Male,0,0,50,<=50K
50,HSgrad,9,notMarried,White,Female,0,0,46,<=50K
26,HSgrad,9,married,White,Female,0,0,20,<=50K
55,masters,14,married,White,Female,0,2267,40,<=50K
37,HSgrad,9,married,White,Male,0,0,40,<=50K
43,HSgrad,9,married,White,Male,0,0,40,<=50K
38,someCollege,10,married,White,Male,0,0,40,<=50K
42,nonHSgrad,4,married,White,Male,0,0,30,<=50K
47,doctorate,16,married,White,Male,0,2002,45,<=50K
44,bachelors,13,married,Asian-Pac-Islander,Male,0,0,40,<=50K
28,HSgrad,9,married,White,Male,0,0,40,<=50K
51,someCollege,10,notMarried,White,Female,0,0,40,<=50K
51,HSgrad,9,married,White,Male,0,0,40,<=50K
49,bachelors,13,married,White,Male,0,0,40,<=50K
62,doctorate,16,married,White,Male,15024,0,50,>50K
31,someCollege,10,notMarried,White,Female,0,0,40,<=50K
29,nonHSgrad,7,married,Asian-Pac-Islander,Female,2829,0,14,<=50K
23,someCollege,10,notMarried,White,Male,0,0,30,<=50K
40,someCollege,10,notMarried,White,Female,0,0,40,<=50K
66,nonHSgrad,4,married,White,Male,0,0,50,<=50K
17,nonHSgrad,7,notMarried,White,Female,0,0,20,<=50K
37,someCollege,10,married,White,Male,0,0,40,>50K
69,profSchool,15,married,White,Male,0,0,3,<=50K
23,bachelors,13,notMarried,White,Female,0,0,40,<=50K
38,HSgrad,9,married,White,Male,0,0,42,>50K
37,HSgrad,9,married,White,Male,0,0,40,<=50K
38,someCollege,10,notMarried,White,Female,0,0,40,<=50K
38,nonHSgrad,5,married,White,Male,0,0,54,<=50K
37,bachelors,13,notMarried,White,Female,0,0,40,<=50K
37,HSgrad,9,married,White,Male,0,0,50,>50K
23,nonHSgrad,5,notMarried,White,Male,0,0,70,<=50K
17,nonHSgrad,6,notMarried,White,Female,0,0,15,<=50K
48,bachelors,13,married,White,Male,0,0,35,<=50K
17,nonHSgrad,7,notMarried,White,Female,0,0,23,<=50K
55,masters,14,married,White,Male,0,1977,60,>50K
35,someCollege,10,married,White,Male,0,0,40,>50K
68,someCollege,10,married,White,Female,0,0,12,>50K
35,bachelors,13,married,White,Male,0,0,45,<=50K
53,bachelors,13,married,White,Male,0,0,60,>50K
43,HSgrad,9,married,White,Male,0,0,48,<=50K
36,masters,14,notMarried,White,Male,0,0,40,<=50K
24,HSgrad,9,notMarried,Black,Female,0,0,40,<=50K
45,someCollege,10,married,White,Male,0,0,48,<=50K
34,someCollege,10,married,White,Female,0,2057,40,<=50K
56,HSgrad,9,notMarried,White,Female,0,0,38,<=50K
36,HSgrad,9,married,White,Male,0,0,45,>50K
22,someCollege,10,notMarried,White,Male,0,0,50,<=50K
19,nonHSgrad,5,notMarried,White,Male,0,1719,35,<=50K
33,HSgrad,9,notMarried,Black,Male,0,0,36,<=50K
48,HSgrad,9,notMarried,White,Female,0,0,32,<=50K
20,someCollege,10,notMarried,White,Female,0,0,30,<=50K
64,assoc,12,married,White,Male,0,1887,50,>50K
47,nonHSgrad,7,married,White,Male,0,0,40,<=50K
20,someCollege,10,notMarried,White,Female,0,0,25,<=50K
44,bachelors,13,notMarried,Black,Female,0,0,40,<=50K
45,bachelors,13,married,White,Male,0,0,77,<=50K
45,HSgrad,9,married,White,Female,5178,0,40,>50K
45,masters,14,married,White,Male,0,0,37,>50K
27,bachelors,13,notMarried,Black,Male,0,0,40,<=50K
41,HSgrad,9,married,White,Male,0,0,72,>50K
20,HSgrad,9,notMarried,White,Male,0,0,55,<=50K
54,bachelors,13,married,White,Male,7688,0,40,>50K
17,nonHSgrad,6,notMarried,White,Female,0,1602,10,<=50K
50,HSgrad,9,married,White,Male,0,0,40,>50K
31,masters,14,notMarried,White,Male,0,0,40,<=50K
49,HSgrad,9,notMarried,White,Male,0,0,30,<=50K
44,masters,14,married,White,Male,0,0,40,<=50K
49,HSgrad,9,notMarried,White,Male,0,0,50,<=50K
28,bachelors,13,notMarried,White,Male,0,0,52,<=50K
43,someCollege,10,married,White,Male,4386,0,99,>50K
33,assoc,12,notMarried,Amer-Indian-Eskimo,Female,0,0,40,<=50K
35,someCollege,10,notMarried,Black,Female,0,0,55,<=50K
17,nonHSgrad,7,notMarried,White,Female,0,0,20,<=50K
25,HSgrad,9,married,White,Male,0,0,40,<=50K
41,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
30,masters,14,notMarried,White,Male,0,0,45,<=50K
48,assoc,11,married,Asian-Pac-Islander,Male,0,0,56,>50K
61,someCollege,10,married,White,Male,0,0,35,<=50K
41,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
36,HSgrad,9,notMarried,White,Male,0,0,50,<=50K
24,someCollege,10,notMarried,White,Male,0,0,40,<=50K
27,HSgrad,9,notMarried,Black,Male,0,0,40,<=50K
18,nonHSgrad,7,notMarried,White,Female,0,0,2,<=50K
20,someCollege,10,notMarried,White,Female,0,0,15,<=50K
18,someCollege,10,notMarried,White,Male,0,0,12,<=50K
23,HSgrad,9,married,White,Male,0,0,40,<=50K
43,masters,14,married,White,Male,0,1887,45,>50K
38,someCollege,10,married,Black,Female,0,0,40,<=50K
36,someCollege,10,notMarried,White,Female,0,0,40,<=50K
28,bachelors,13,notMarried,White,Male,0,0,50,<=50K
47,someCollege,10,married,White,Male,0,0,40,<=50K
51,doctorate,16,married,White,Male,15024,0,84,>50K
35,bachelors,13,married,White,Male,0,0,40,>50K
38,bachelors,13,married,White,Male,0,0,60,<=50K
47,someCollege,10,married,Black,Male,0,0,40,>50K
26,nonHSgrad,7,notMarried,White,Female,0,0,40,<=50K
31,someCollege,10,notMarried,White,Male,0,0,40,>50K
46,someCollege,10,notMarried,Black,Female,0,0,35,<=50K
49,someCollege,10,notMarried,White,Female,0,0,40,<=50K
19,HSgrad,9,notMarried,White,Female,0,0,30,<=50K
45,someCollege,10,married,White,Male,0,0,50,<=50K
46,bachelors,13,married,White,Male,7688,0,45,>50K
70,someCollege,10,married,White,Male,0,0,20,<=50K
19,someCollege,10,notMarried,White,Female,0,0,20,<=50K
46,assoc,11,married,White,Male,0,0,50,<=50K
20,someCollege,10,notMarried,White,Male,0,0,35,<=50K
17,nonHSgrad,7,notMarried,White,Female,0,0,22,<=50K
43,someCollege,10,married,White,Male,0,0,49,>50K
19,someCollege,10,notMarried,White,Female,0,0,15,<=50K
37,HSgrad,9,married,White,Male,0,0,40,<=50K
51,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
40,bachelors,13,married,White,Male,0,0,40,>50K
24,someCollege,10,notMarried,White,Male,0,0,60,<=50K
31,assoc,12,married,White,Male,0,0,40,<=50K
59,assoc,11,married,White,Male,5178,0,50,>50K
27,HSgrad,9,notMarried,Black,Female,0,0,40,<=50K
40,bachelors,13,married,White,Male,15024,0,99,>50K
30,HSgrad,9,married,White,Male,0,0,40,<=50K
28,assoc,12,notMarried,White,Male,0,0,32,<=50K
25,HSgrad,9,notMarried,Black,Male,0,0,50,<=50K
22,bachelors,13,notMarried,White,Female,0,0,20,<=50K
21,someCollege,10,notMarried,White,Male,0,0,40,<=50K
67,someCollege,10,married,White,Male,0,0,6,<=50K
35,bachelors,13,notMarried,White,Female,0,0,60,>50K
54,HSgrad,9,married,White,Male,0,0,56,<=50K
36,HSgrad,9,married,White,Male,0,0,40,<=50K
29,bachelors,13,married,White,Male,0,0,40,<=50K
32,HSgrad,9,notMarried,White,Female,0,1380,40,<=50K
55,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
56,masters,14,notMarried,White,Female,0,0,40,<=50K
19,someCollege,10,notMarried,Black,Male,0,0,25,<=50K
36,HSgrad,9,notMarried,Black,Female,0,2001,40,<=50K
58,HSgrad,9,notMarried,White,Female,0,0,40,>50K
35,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
44,nonHSgrad,6,notMarried,Black,Female,0,0,40,<=50K
40,HSgrad,9,married,White,Male,0,0,40,<=50K
18,HSgrad,9,notMarried,White,Female,0,0,20,<=50K
71,HSgrad,9,married,Amer-Indian-Eskimo,Male,0,0,35,<=50K
51,HSgrad,9,married,White,Male,0,0,57,>50K
27,HSgrad,9,notMarried,Black,Male,0,0,40,<=50K
20,nonHSgrad,8,notMarried,White,Male,0,0,35,<=50K
33,nonHSgrad,7,notMarried,White,Female,0,0,40,<=50K
34,assoc,11,notMarried,Black,Female,0,0,40,<=50K
28,assoc,11,married,White,Male,0,0,40,>50K
23,someCollege,10,notMarried,White,Female,0,0,24,<=50K
36,someCollege,10,married,White,Male,3137,0,50,<=50K
42,profSchool,15,notMarried,White,Female,0,0,39,>50K
31,bachelors,13,notMarried,White,Male,8614,0,40,>50K
19,HSgrad,9,notMarried,Black,Male,0,0,10,<=50K
38,masters,14,notMarried,Black,Male,0,0,40,<=50K
22,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
36,assoc,11,notMarried,Black,Female,0,0,54,<=50K
36,masters,14,married,White,Male,0,1977,50,>50K
17,nonHSgrad,7,notMarried,White,Male,0,1719,18,<=50K
30,someCollege,10,notMarried,Black,Female,0,0,40,<=50K
35,nonHSgrad,5,married,White,Male,2635,0,30,<=50K
32,masters,14,notMarried,White,Male,14084,0,40,>50K
42,bachelors,13,married,White,Male,7688,0,40,>50K
54,someCollege,10,notMarried,White,Female,0,0,45,>50K
36,bachelors,13,married,White,Male,0,1887,35,>50K
58,nonHSgrad,6,notMarried,White,Male,0,0,40,<=50K
39,assoc,11,married,White,Male,0,0,40,<=50K
62,HSgrad,9,notMarried,White,Female,0,0,38,<=50K
51,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
52,someCollege,10,notMarried,White,Female,0,0,50,<=50K
25,HSgrad,9,notMarried,White,Female,0,0,30,<=50K
26,bachelors,13,notMarried,White,Female,0,0,40,<=50K
26,nonHSgrad,6,married,Black,Male,0,0,40,<=50K
59,bachelors,13,notMarried,Black,Female,0,0,40,<=50K
21,HSgrad,9,notMarried,White,Male,0,0,50,<=50K
45,masters,14,married,White,Male,0,0,18,>50K
26,HSgrad,9,married,White,Male,0,0,36,<=50K
68,nonHSgrad,6,notMarried,White,Male,0,0,20,<=50K
60,HSgrad,9,married,White,Male,0,0,40,>50K
65,HSgrad,9,married,White,Male,0,0,18,<=50K
41,masters,14,notMarried,White,Female,0,0,45,<=50K
34,HSgrad,9,married,White,Male,0,0,50,<=50K
28,HSgrad,9,married,Black,Male,0,0,40,<=50K
40,assoc,11,notMarried,White,Female,0,0,40,<=50K
57,masters,14,married,White,Male,0,0,60,>50K
37,nonHSgrad,7,married,White,Male,0,0,50,<=50K
34,nonHSgrad,6,notMarried,Black,Male,0,0,60,<=50K
21,nonHSgrad,7,married,White,Female,0,0,56,<=50K
57,bachelors,13,married,White,Male,0,0,48,>50K
55,bachelors,13,married,White,Male,0,1887,40,>50K
51,HSgrad,9,notMarried,White,Male,0,0,60,<=50K
56,bachelors,13,married,White,Male,0,0,40,>50K
32,someCollege,10,notMarried,White,Male,0,0,60,<=50K
18,someCollege,10,notMarried,White,Male,0,0,15,<=50K
48,assoc,11,married,White,Male,0,0,40,<=50K
46,bachelors,13,married,White,Male,0,0,40,>50K
41,profSchool,15,married,White,Male,0,0,50,>50K
33,HSgrad,9,married,White,Male,0,0,20,<=50K
33,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
47,nonHSgrad,3,married,White,Male,0,0,40,<=50K
46,HSgrad,9,married,Amer-Indian-Eskimo,Female,15024,0,40,>50K
40,HSgrad,9,notMarried,White,Female,0,0,38,<=50K
42,HSgrad,9,married,White,Male,0,0,40,<=50K
31,bachelors,13,married,White,Male,7298,0,55,>50K
51,nonHSgrad,7,married,White,Male,0,0,40,<=50K
44,someCollege,10,notMarried,White,Female,0,0,57,<=50K
37,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
25,nonHSgrad,7,notMarried,Black,Female,0,0,40,<=50K
63,nonHSgrad,4,married,White,Male,7688,0,60,>50K
52,HSgrad,9,notMarried,White,Male,0,0,45,<=50K
42,someCollege,10,notMarried,White,Female,3325,0,40,<=50K
28,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
30,masters,14,notMarried,White,Male,10520,0,40,>50K
34,bachelors,13,married,White,Male,0,0,50,<=50K
37,assoc,12,married,White,Female,0,0,40,>50K
31,HSgrad,9,married,White,Male,0,0,45,<=50K
35,someCollege,10,notMarried,White,Female,0,0,35,<=50K
25,someCollege,10,notMarried,White,Female,0,0,40,<=50K
38,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
43,HSgrad,9,notMarried,White,Male,0,0,60,<=50K
22,someCollege,10,notMarried,Asian-Pac-Islander,Female,0,0,40,<=50K
18,nonHSgrad,7,notMarried,White,Male,0,0,20,<=50K
26,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
36,HSgrad,9,married,White,Male,0,0,60,>50K
43,HSgrad,9,notMarried,White,Male,0,0,20,<=50K
21,someCollege,10,notMarried,White,Female,0,0,25,<=50K
62,someCollege,10,notMarried,White,Female,0,0,40,<=50K
26,HSgrad,9,married,White,Male,0,0,40,<=50K
54,bachelors,13,married,White,Male,0,0,40,>50K
18,nonHSgrad,7,notMarried,White,Female,0,0,20,<=50K
65,HSgrad,9,married,White,Male,0,0,55,<=50K
41,HSgrad,9,notMarried,White,Male,3325,0,50,<=50K
31,nonHSgrad,5,notMarried,White,Female,0,0,20,<=50K
56,nonHSgrad,5,notMarried,White,Female,0,0,40,<=50K
50,bachelors,13,married,White,Male,0,0,50,>50K
22,bachelors,13,notMarried,White,Female,0,0,35,<=50K
36,someCollege,10,married,White,Male,0,0,48,<=50K
48,doctorate,16,married,Asian-Pac-Islander,Male,0,0,40,>50K
30,HSgrad,9,married,White,Female,0,0,30,<=50K
35,someCollege,10,married,White,Male,0,0,45,<=50K
37,HSgrad,9,married,White,Male,0,0,30,<=50K
32,HSgrad,9,married,White,Male,0,0,5,<=50K
56,masters,14,married,White,Female,0,0,50,<=50K
29,HSgrad,9,notMarried,White,Male,0,0,35,<=50K
41,assoc,12,notMarried,White,Male,0,0,40,<=50K
38,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
34,nonHSgrad,5,notMarried,White,Female,0,0,35,<=50K
54,nonHSgrad,8,notMarried,White,Male,4101,0,40,<=50K
36,assoc,11,notMarried,White,Male,0,0,50,<=50K
42,assoc,11,notMarried,White,Female,0,0,40,<=50K
33,HSgrad,9,married,White,Male,0,0,50,<=50K
21,HSgrad,9,notMarried,White,Female,0,0,30,<=50K
69,nonHSgrad,6,married,White,Male,0,0,10,<=50K
32,assoc,12,notMarried,Black,Female,0,0,46,<=50K
50,HSgrad,9,married,White,Male,0,0,40,<=50K
40,nonHSgrad,8,married,White,Male,0,0,40,<=50K
45,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
31,HSgrad,9,married,White,Male,0,0,35,<=50K
24,bachelors,13,married,White,Female,0,0,40,<=50K
28,bachelors,13,notMarried,White,Male,0,0,60,>50K
21,assoc,12,notMarried,White,Female,0,0,5,<=50K
43,assoc,11,notMarried,White,Male,0,0,25,<=50K
22,HSgrad,9,notMarried,White,Female,0,0,25,<=50K
62,HSgrad,9,married,White,Male,0,1740,40,<=50K
21,someCollege,10,notMarried,White,Male,0,0,25,<=50K
37,someCollege,10,married,White,Male,0,0,45,<=50K
34,someCollege,10,notMarried,Black,Female,0,0,40,<=50K
74,bachelors,13,married,White,Male,0,1825,12,>50K
43,someCollege,10,notMarried,Black,Female,0,0,38,<=50K
25,someCollege,10,notMarried,White,Female,0,0,40,<=50K
43,nonHSgrad,7,married,White,Male,0,0,40,<=50K
23,nonHSgrad,7,married,White,Male,0,0,40,<=50K
33,HSgrad,9,notMarried,Black,Female,0,0,40,<=50K
51,bachelors,13,married,White,Male,0,0,35,>50K
64,bachelors,13,notMarried,White,Female,0,0,40,<=50K
35,someCollege,10,notMarried,White,Male,0,0,50,<=50K
69,nonHSgrad,6,married,White,Male,3273,0,45,<=50K
32,bachelors,13,married,White,Male,0,0,48,>50K
20,someCollege,10,notMarried,White,Female,0,0,40,<=50K
66,HSgrad,9,married,White,Male,0,0,50,>50K
31,someCollege,10,notMarried,White,Male,0,0,40,<=50K
22,someCollege,10,notMarried,White,Female,0,0,24,<=50K
32,profSchool,15,notMarried,White,Male,0,0,40,<=50K
23,assoc,12,notMarried,White,Female,0,0,40,<=50K
21,someCollege,10,notMarried,White,Male,0,0,40,<=50K
36,HSgrad,9,married,Asian-Pac-Islander,Female,0,0,2,<=50K
62,nonHSgrad,4,married,White,Male,2829,0,40,<=50K
24,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
45,someCollege,10,married,White,Male,7298,0,50,>50K
27,nonHSgrad,7,married,White,Male,3942,0,40,<=50K
38,profSchool,15,married,White,Male,0,2415,90,>50K
20,someCollege,10,notMarried,White,Female,0,0,5,<=50K
30,someCollege,10,married,White,Male,0,0,30,<=50K
17,nonHSgrad,6,notMarried,White,Male,0,0,20,<=50K
17,nonHSgrad,7,notMarried,Black,Male,0,0,8,<=50K
21,assoc,11,married,White,Male,0,0,40,<=50K
56,HSgrad,9,married,White,Male,0,0,40,<=50K
59,masters,14,notMarried,White,Female,4787,0,60,>50K
37,someCollege,10,notMarried,White,Female,0,0,40,<=50K
52,someCollege,10,notMarried,White,Female,0,0,40,<=50K
50,someCollege,10,married,White,Male,0,0,40,>50K
55,bachelors,13,married,White,Male,7298,0,60,>50K
55,bachelors,13,married,White,Male,0,0,40,>50K
45,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
72,someCollege,10,married,White,Male,3471,0,20,<=50K
39,someCollege,10,notMarried,White,Female,0,0,40,<=50K
28,nonHSgrad,8,notMarried,White,Female,0,0,40,<=50K
38,bachelors,13,notMarried,White,Male,0,0,40,<=50K
44,someCollege,10,notMarried,White,Male,0,1876,55,<=50K
51,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
20,someCollege,10,notMarried,White,Male,0,1719,36,<=50K
25,someCollege,10,notMarried,White,Female,0,0,45,<=50K
52,someCollege,10,notMarried,White,Female,0,0,20,>50K
45,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
17,nonHSgrad,7,notMarried,White,Female,0,0,12,<=50K
20,HSgrad,9,notMarried,Asian-Pac-Islander,Female,0,0,15,<=50K
64,masters,14,married,White,Male,0,0,25,<=50K
34,HSgrad,9,married,White,Male,0,1485,40,<=50K
74,someCollege,10,married,White,Male,0,0,4,<=50K
58,nonHSgrad,7,notMarried,Black,Female,14084,0,40,>50K
44,masters,14,married,White,Male,0,0,40,>50K
23,assoc,12,notMarried,White,Female,0,0,25,<=50K
23,HSgrad,9,notMarried,White,Male,0,0,50,<=50K
27,assoc,11,notMarried,White,Female,0,0,36,<=50K
34,bachelors,13,married,White,Male,0,0,45,>50K
18,HSgrad,9,notMarried,White,Female,0,0,24,<=50K
33,nonHSgrad,7,notMarried,Black,Female,0,0,17,<=50K
50,someCollege,10,married,White,Male,0,0,48,<=50K
47,HSgrad,9,notMarried,White,Male,0,0,50,<=50K
50,profSchool,15,married,White,Male,99999,0,55,>50K
18,nonHSgrad,7,notMarried,White,Female,0,0,15,<=50K
49,profSchool,15,married,White,Female,0,1977,60,>50K
34,someCollege,10,married,White,Male,0,0,50,<=50K
51,masters,14,married,White,Male,7688,0,45,>50K
56,someCollege,10,married,White,Male,0,0,40,>50K
64,HSgrad,9,notMarried,White,Female,0,0,8,<=50K
23,someCollege,10,notMarried,White,Female,0,0,50,<=50K
33,someCollege,10,married,White,Male,0,0,40,<=50K
43,masters,14,married,White,Male,0,0,45,<=50K
60,HSgrad,9,notMarried,White,Male,10520,0,40,>50K
57,nonHSgrad,8,notMarried,White,Female,0,0,40,<=50K
22,bachelors,13,notMarried,White,Male,0,0,45,<=50K
23,bachelors,13,notMarried,White,Male,0,0,40,<=50K
54,someCollege,10,married,White,Male,0,2415,50,>50K
39,HSgrad,9,married,Black,Male,7688,0,52,>50K
32,masters,14,notMarried,White,Male,0,0,40,<=50K
20,someCollege,10,notMarried,White,Male,0,0,15,<=50K
30,someCollege,10,notMarried,White,Male,0,0,52,<=50K
56,HSgrad,9,married,White,Male,0,0,45,<=50K
34,HSgrad,9,married,White,Male,0,0,40,<=50K
32,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
59,masters,14,married,White,Male,0,0,50,>50K
19,someCollege,10,notMarried,White,Male,0,0,11,<=50K
60,nonHSgrad,5,notMarried,White,Female,0,0,40,<=50K
29,HSgrad,9,married,White,Male,0,0,42,<=50K
24,someCollege,10,married,White,Male,0,0,60,<=50K
41,masters,14,notMarried,White,Male,0,0,35,<=50K
23,nonHSgrad,4,married,Other,Female,0,0,30,<=50K
32,HSgrad,9,married,White,Male,0,1902,50,>50K
51,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
18,HSgrad,9,notMarried,White,Male,0,0,10,<=50K
28,someCollege,10,notMarried,White,Female,0,0,40,<=50K
33,someCollege,10,married,White,Female,5178,0,40,>50K
38,HSgrad,9,notMarried,Black,Female,0,0,30,<=50K
29,bachelors,13,notMarried,White,Male,0,0,50,<=50K
25,HSgrad,9,married,White,Male,0,0,45,<=50K
31,profSchool,15,notMarried,White,Male,0,0,55,<=50K
34,bachelors,13,married,White,Female,0,0,25,<=50K
34,HSgrad,9,married,White,Male,0,1887,45,>50K
66,HSgrad,9,married,White,Male,0,1825,40,>50K
41,nonHSgrad,3,married,White,Male,0,0,40,<=50K
62,nonHSgrad,4,married,White,Male,0,0,20,<=50K
58,HSgrad,9,married,Black,Male,0,0,40,<=50K
40,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
24,bachelors,13,notMarried,Asian-Pac-Islander,Female,0,0,40,<=50K
47,HSgrad,9,married,White,Male,0,0,40,>50K
19,HSgrad,9,notMarried,Black,Male,0,0,25,<=50K
32,someCollege,10,married,White,Male,0,0,45,<=50K
51,someCollege,10,notMarried,White,Female,0,0,40,<=50K
25,nonHSgrad,5,married,White,Male,0,0,45,<=50K
60,masters,14,married,White,Male,0,0,40,<=50K
